=====================================================================
FEDEX FREIGHT ADDITIONAL PICKUP AND DELIVERY CHARGE TIERS BY ZIP CODE
=====================================================================

CONTIGUOUS U.S.
An additional pickup and delivery charge will apply to shipments to/from select contiguous 
U.S. ZIP codes. For a list of the ZIP codes where this charge applies, see below. 
The additional charge applies to shipments rated using FedEx Freight zone-based pricing.

Effective Jan. 7, 2019

FedEx reserves the right in its sole discretion to change, without notice and as frequently 
as it determines, the list of postal codes where a pickup or delivery charge may apply.

========================================
ZIP CODE  ORIGIN TIER	DESTINATION TIER
21811			A			A
21813			A			A
21817			A			B
21821			A			A
21824			A			B
21829			A			A
21835-21836		A			A
21838			A			A
21840-21843		A			A
21851			A			A
21857			A			A
21862			A			A
21864			A			A
21866			B			B
21867			A			A
22002-22003		A			A
22014-22015		A			A
22017			A			A
22020			A			A
22024			A			A
22027			A			A
22030-22033		A			A
22035			A			A
22037-22047		A			A
22060			A			A
22066-22067		A			A
22070-22071		A			A
22079			A			A
22081-22082		A			A
22090-22092		A			A
22094-22096		A			A
22101-22103		A			A
22106-22109		A			A
22116			A			A
22118-22122		A			A
22124			A			A
22128			A			A
22134-22135		A			A
22141			A			A
22150-22161		A			A
22172			A			A
22176			A			A
22180-22185		A			A
22190			A			A
22200-22399		F			F
22432			B			D
22435			B			C
22436			A			A
22437			B			C
22438			A			A
22442			B			C
22443			A			A
22448			A			A
22454			A			B
22456			B			D
22460			B			B
22469			B			C
22472-22473		B			C
22476			A			A
22480			B			C
22481			A			A
22482			B			C
22488			B			C
22503			B			D
22504			B			C
22507			B			C
22509			A			A
22511			B			C
22513			B			D
22517			B			C
22520			A			B
22523			B			D
22524			B			C
22526			A			A
22528-22529		B			C
22530			B			D
22534			A			A
22539			B			D
22544			A			A
22546			A			A
22548			B			C
22552			A			A
22558			A			B
22560			A			B
22570			B			C
22572			B			C
22576			B			D
22577-22578		B			C
22579			B			D
22581			A			B
22709			A			A
22711			A			A
22719			A			A
22721			A			A
22723			A			A
22738-22739		A			A
22743			A			A
22747-22748		A			A
22922			A			A
22935			A			A
22937			A			A
22949			A			A
22958			A			A
22963-22964		A			A
22967			A			A
22969			A			A
22971			A			B
22972			A			A
22976			A			A
23001			A			A
23003			A			B
23004			A			A
23011			A			A
23018			A			A
23021			B			C
23022			A			A
23024			A			A
23025			A			B
23031-23032		A			B
23035			A			B
23038			A			A
23043			B			C
23045			B			C
23050			A			B
23056			A			B
23061-23062		A			A
23064			B			C
23066			B			C
23068			B			C
23070-23071		B			C
23072			A			A
23076			B			C
23079			B			C
23081			A			A
23085			A			B
23090-23091		A			A
23092			A			B
23105			A			A
23107			A			A
23108			A			B
23109			B			C
23110			A			A
23115			A			A
23117			A			A
23119			B			C
23123			A			A
23125			B			C
23126-23127		A			A
23128			A			B
23130			B			C
23131			A			A
23138			B			C
23149			A			B
23154			A			B
23155-23156		A			A
23161			A			A
23163			B			C
23168			A			A
23169			B			C
23175			A			B
23176			B			C
23178			A			B
23180			B			C
23181			A			A
23183-23188		A			A
23190			A			B
23301-23302		F			F
23303			A			A
23306-23308		F			F
23310			F			F
23313			F			F
23315			A			A
23316			F			F
23336-23337		F			F
23341			F			F
23345			F			F
23347			F			F
23350			F			F
23354			F			F
23357-23359		F			F
23389			F			F
23395-23396		A			A
23398-23399		F			F
23401			F			F
23404-23405		F			F
23407-23410		F			F
23412-23414		F			F
23416			A			A
23417-23423		F			F
23426-23427		F			F
23429			F			F
23440-23441		F			F
23442			A			A
23443			F			F
23480			F			F
23482			F			F
23483			A			A
23486			F			F
23488			A			A
23821			A			B
23827-23828		B			B
23829			A			B
23830			A			A
23833			A			A
23837			A			A
23839			A			B
23840-23842		A			A
23843			A			B
23844			B			B
23845			B			C
23846			A			A
23847			A			B
23850-23851		A			A
23856-23857		B			B
23866			A			A
23867-23868		A			B
23870			A			B
23872-23873		A			B
23874			A			A
23876			A			B
23878			A			A
23879			A			B
23881			A			A
23882			A			B
23883			A			A
23884			A			B
23885			A			A
23887			A			C
23888-23889		A			B
23890-23891		A			A
23893			B			B
23894			A			A
23897			A			B
23898-23899		A			A
23915			B			B
23917			B			B
23919-23920		B			C
23921			A			A
23923			A			A
23924			A			B
23927			B			C
23934			A			A
23936-23937		A			A
23938			A			B
23939			A			A
23941-23942		A			A
23944			A			A
23947			A			A
23950			B			B
23952			A			A
23954-23955		A			A
23959			A			B
23962			A			B
23963			A			A
23964			A			B
23967			A			B
23968			B			B
23970			B			B
23974			A			A
23976			A			B
24053-24054		B			B
24055			A			A
24069			A			A
24076			B			B
24078			A			A
24082			B			B
24085			A			A
24086			A			B
24088-24089		A			A
24091-24092		A			A
24102			A			A
24105			A			A
24112-24115		A			A
24120			A			B
24124			A			A
24127-24128		A			A
24130-24131		A			A
24133			B			B
24134			A			A
24136			A			B
24137-24138		A			A
24139			A			B
24147-24148		A			A
24150			A			B
24161			A			B
24165			A			B
24168			A			A
24171			B			B
24176-24177		A			A
24185			A			B
24210-24212		A			A
24215			B			C
24216			B			B
24217-24219		B			C
24220			A			B
24221			B			C
24224-24225		B			B
24226			B			C
24228			A			B
24230			B			B
24236			A			A
24237			B			C
24239			B			C
24243			B			C
24244-24245		A			B
24246			B			B
24248			B			B
24250			A			B
24256			A			B
24258			A			A
24260			A			B
24263			B			C
24265			B			C
24266			A			B
24269			A			B
24270-24271		A			A
24272			B			C
24273			A			B
24277			B			C
24279-24280		A			A
24281-24283		B			C
24292			B			B
24293			A			B
24311			A			A
24316			A			A
24317			A			B
24318			A			A
24319			B			B
24322			A			B
24323			A			A
24325			A			A
24326			A			B
24327			B			B
24328			A			A
24330			A			A
24333			A			A
24340			B			B
24343			A			A
24348			B			B
24350			A			A
24351			A			B
24352			A			A
24354			A			A
24361			B			B
24363			B			C
24368			A			A
24370			B			B
24374			A			A
24375			B			B
24377			A			A
24378			B			B
24380-24381		A			A
24412-24413		B			C
24415-24416		A			A
24422			A			A
24426			A			A
24432			A			A
24433			A			B
24438			A			B
24439			A			A
24442			A			A
24445			A			B
24448			A			A
24450			A			A
24457			A			B
24458			A			A
24460			A			B
24464			A			A
24465			A			B
24468			B			D
24473-24474		A			A
24484			B			C
24487			B			B
24520			B			B
24526-24528		A			A
24529			B			C
24530-24531		A			A
24534			A			B
24535			B			B
24539			A			B
24540-24541		A			A
24543			A			A
24549			A			A
24553			A			A
24555			A			A
24557			A			A
24558			A			B
24562			A			A
24565			B			B
24566			B			C
24577-24579		A			A
24580			B			C
24581			A			A
24586			B			B
24589			A			B
24592			B			B
24594			B			C
24597			B			B
24598			B			C
24599			A			A
24601-24603		A			B
24604			A			A
24607-24609		A			A
24612			A			B
24614			A			B
24619			A			A
24620			B			C
24622			A			B
24624			B			C
24627			B			C
24628			A			B
24631			B			C
24634			B			C
24637			A			A
24639-24641		A			B
24646			B			C
24647			A			B
24649			B			C
24656-24658		B			C
24801			A			B
24808			A			A
24811			B			C
24813			B			C
24815			A			B
24816			A			C
24817			B			C
24818			A			B
24822			A			C
24823			B			C
24826-24828		A			B
24829			A			A
24830			A			B
24834			A			B
24836			A			B
24839			B			C
24843			A			C
24844-24845		B			C
24846			B			D
24847-24848		A			A
24849			A			B
24850-24851		B			C
24853			A			A
24854			A			B
24857			A			B
24859-24860		A			B
24862			A			A
24866-24867		A			B
24868			A			A
24869			B			C
24870			A			B
24871			A			A
24872-24873		B			C
24874			A			A
24878			A			B
24879			B			C
24880-24881		A			B
24882			B			C
24884			A			B
24888			A			B
24892			A			B
24894-24895		A			B
24898			A			B
24915			B			D
24918			A			B
24920			B			D
24924			A			B
24927			B			D
24934			B			C
24935			A			B
24941			A			A
24943			A			A
24944			B			D
24945			A			B
24946			A			A
24951			A			B
24954			A			B
24962			A			A
24963			A			B
24981			A			A
24984-24985		A			B
24993			A			A
25019			A			B
25021-25022		A			B
25028			A			B
25030			A			A
25033			A			A
25040			A			A
25043			A			B
25047			A			B
25053			A			A
25057			A			A
25059			A			A
25076			B			C
25082			A			A
25085			A			A
25088			A			A
25090			A			A
25093			A			B
25106			A			A
25108			A			B
25111			A			B
25114			A			B
25115			A			A
25118			A			A
25121			A			B
25123			A			B
25125			A			B
25130			A			A
25133			A			A
25148			A			A
25149			A			B
25160-25161		A			A
25164			A			A
25169			A			A
25183			A			B
25187			A			A
25193			A			A
25203			A			A
25204			A			B
25205			A			A
25206			A			B
25208			A			B
25209			A			A
25234-25235		A			A
25239			A			A
25241			A			A
25243			A			A
25244			A			B
25245			A			A
25247			A			B
25251-25252		A			A
25253			A			B
25259-25260		A			A
25261			B			C
25262			A			A
25264			A			A
25265			A			B
25266			A			A
25268			A			A
25270			B			B
25271			A			A
25276			A			B
25286			A			A
25287			A			B
25501-25503		A			A
25505			A			B
25506			A			A
25508			A			B
25511			A			B
25512			A			A
25514-25515		A			A
25517			A			A
25521			A			A
25523			A			A
25524			A			B
25534			A			B
25540			A			A
25544			A			A
25547			A			B
25550			A			B
25557			A			A
25565			A			B
25572			A			A
25601			B			B
25606-25608		B			C
25611-25612		B			C
25614			B			B
25617			B			C
25621			B			C
25624			B			C
25625			B			B
25628			B			C
25630			A			B
25632			B			C
25634-25635		B			C
25637			B			B
25638-25639		B			C
25644			B			C
25646-25647		B			C
25649			B			B
25650-25651		B			C
25652-25653		B			B
25654			B			D
25661			A			A
25665			A			A
25666			B			C
25667			A			A
25669			B			C
25670			A			B
25671			B			C
25672			A			B
25674			A			B
25676			A			B
25678			A			A
25685-25686		A			B
25688			A			B
25690			A			B
25691			A			A
25692			A			B
25696			A			B
25699			B			C
25810			A			A
25812			A			B
25820			A			A
25826			A			A
25831			A			A
25837			A			A
25840			A			A
25845			A			A
25848			A			A
25854			A			A
25862			A			A
25868			A			B
25876			A			A
25882			A			A
25902			A			A
25913			A			A
25916			A			A
25922			A			A
25938			A			B
25942			A			B
25943			A			A
25951			A			A
25958			A			A
25962			A			A
25966			A			A
25969			A			A
25971-25972		A			A
25976-25978		A			A
25979			A			B
25981			A			B
25984			A			A
25986			A			B
26136-26137		A			B
26138			A			A
26141			A			B
26143			A			A
26146			A			A
26147			B			C
26148			A			A
26149			B			B
26151			B			C
26152			A			B
26155			A			A
26159-26162		A			A
26164			A			A
26167			A			A
26175			A			A
26178			A			B
26202			B			B
26203			A			A
26205-26206		A			B
26208			A			B
26209			B			D
26215			A			A
26217			A			A
26222			A			A
26224			A			B
26230			A			B
26236			A			A
26241			A			A
26250			A			A
26253			A			A
26254			A			B
26257			A			A
26259			A			B
26260			B			D
26261			B			B
26263-26264		B			C
26266			A			B
26268			A			B
26269-26271		B			C
26273			A			B
26276			A			A
26278			A			A
26280			A			B
26282			B			D
26283			A			A
26287			A			C
26288			A			B
26289			B			C
26291-26292		B			C
26293			A			B
26294			B			C
26296			B			C
26298			B			C
26320			A			B
26321			A			A
26325			A			C
26327			B			C
26337-26339		A			A
26342			A			B
26343			A			A
26346			A			B
26348			A			A
26351			A			A
26354			A			A
26362			A			B
26374			A			A
26376			A			A
26377			A			B
26384			A			A
26405			A			B
26410			A			A
26411			A			B
26412			A			A
26415			A			B
26416			A			A
26419			A			B
26421			A			B
26425			A			B
26430			A			A
26434			A			B
26436-26437		A			A
26440			A			A
26443			A			B
26444			A			A
26447			A			A
26456			A			A
26463			A			A
26519			A			A
26525			A			A
26537			A			A
26559			A			A
26561			B			C
26562			A			B
26563			A			A
26566			A			A
26570			A			B
26571-26572		A			A
26575			A			B
26576			A			A
26581-26582		A			A
26585			A			B
26587			A			A
26590			A			A
26615			A			A
26617			A			A
26636			A			A
26638			A			A
26651			A			B
26656			A			B
26660			A			B
26662			A			B
26667			A			C
26671			A			B
26675-26676		A			B
26678-26681		A			B
26684			A			B
26690			B			C
26691			A			A
26704			A			A
26705			A			B
26707			B			B
26710			A			A
26716			B			C
26717			A			A
26720			B			B
26726			A			A
26731			A			A
26739			A			B
26743			A			A
26750			A			A
26757			A			A
26761			A			A
26764			A			B
26802			A			A
26804			B			C
26807			A			B
26814			B			C
26815			A			B
26817			A			A
26823			A			A
26833			A			B
26838			A			B
26845			A			A
26847			A			A
26852			A			A
26855			A			B
26866			B			B
26884			B			C
26886			B			C
27006			A			A
27007			B			B
27010			A			A
27011			B			B
27012-27014		A			A
27016			A			A
27017			B			B
27018-27021		A			A
27022			A			B
27023			A			A
27024			A			B
27028			A			A
27030-27031		A			A
27040-27041		A			A
27043			A			A
27045-27046		A			A
27047			A			B
27049-27050		A			A
27053			B			B
27054-27055		A			A
27094			A			A
27098-27099		A			A
27207-27209		A			A
27212			A			B
27213			A			A
27228-27229		A			A
27231			A			A
27237			A			A
27239			A			A
27242			A			B
27247			A			A
27252			A			A
27256			A			A
27259			A			B
27278			A			A
27281			A			B
27288-27289		A			A
27291			A			B
27299			A			A
27305			A			B
27306			A			A
27311			A			A
27314-27315		A			A
27325			A			B
27341			A			A
27343			B			B
27351			A			A
27356			A			A
27371			A			A
27374			A			A
27376			A			B
27379			A			A
27503			A			A
27505			A			A
27507			B			C
27509			A			A
27524			A			A
27536-27537		A			A
27541			A			B
27542			A			A
27544			A			A
27551			A			B
27553			A			B
27555-27556		A			A
27563			A			B
27565			A			A
27569			A			A
27570			A			B
27572-27574		A			A
27581			A			A
27582			B			B
27583			A			A
27584			A			B
27586			A			B
27589			A			A
27594			A			B
27805			B			B
27806			B			C
27808			B			C
27810			B			D
27811			A			A
27813			A			A
27814			B			C
27817			A			A
27818			A			B
27820			B			B
27821			B			C
27824			F			F
27825			A			A
27826			F			F
27830-27832		A			A
27837			A			A
27839-27841		A			A
27842			B			C
27843			A			A
27845			A			B
27846			B			B
27847			A			B
27849-27851		A			A
27853			B			B
27855			B			B
27857			A			A
27860			B			B
27861			A			A
27862			B			B
27863			A			A
27865			B			B
27866-27867		A			B
27869			A			B
27870-27871		A			A
27872			A			B
27875			F			F
27876			A			B
27877			B			B
27879			A			A
27884			A			A
27885			F			F
27887			A			A
27889-27890		A			A
27892			A			A
27897			A			B
27906-27907		A			A
27909			A			A
27910			B			B
27915			G			G
27916			A			B
27917			A			A
27919			B			C
27920			G			G
27921			A			A
27922-27923		A			B
27924			B			C
27925			F			F
27927			F			F
27928			B			B
27929			A			A
27930			A			B
27932			B			B
27935			A			B
27936			G			G
27937			A			A
27938-27939		A			B
27941			B			B
27942			B			C
27943			G			G
27944			A			B
27946-27947		A			B
27948-27949		F			F
27950			A			A
27953-27954		F			F
27956			A			A
27957			B			B
27959			F			F
27960			G			G
27962			B			B
27964			B			B
27965-27966		A			B
27967			B			B
27968			F			F
27969			A			B
27970			B			B
27972			F			F
27973			A			A
27974			A			B
27978			F			F
27979-27980		A			A
27981-27982		F			F
27983			B			B
27985-27986		A			A
28001-28002		A			A
28007			B			B
28009			A			A
28038-28039		A			A
28041			A			A
28071-28073		A			A
28089			A			A
28091			A			A
28102			A			A
28109			A			A
28119			A			B
28125			A			A
28127-28128		A			A
28133			A			A
28135-28139		A			A
28144-28147		A			A
28150-28152		A			A
28159-28160		A			A
28167			A			A
28169-28170		A			A
28255			A			A
28315			A			A
28319			B			B
28320			A			A
28325-28329		A			A
28330			B			B
28332-28333		A			A
28337			A			A
28338			B			C
28340			A			B
28341			A			A
28343			A			A
28345			B			B
28347			A			A
28349-28353		A			A
28355			A			A
28358-28360		A			A
28362			A			B
28363-28366		A			A
28367			B			B
28369			A			B
28370			A			A
28372-28375		A			A
28377			A			A
28379-28380		B			B
28383			A			A
28387-28388		A			A
28393-28394		A			A
28396			A			A
28398			A			A
28420			A			B
28421			A			A
28423			A			A
28424			B			B
28425			A			A
28430-28431		B			C
28432			B			B
28433			A			B
28434			A			A
28438			B			C
28439			B			B
28441-28442		A			A
28444			A			B
28445			A			A
28447			A			B
28448			A			A
28450			A			A
28452			A			B
28453-28454		A			A
28455			B			B
28458			A			B
28459-28462		A			A
28463			B			B
28464-28469		A			B
28470			A			A
28472			A			B
28478			A			A
28509			B			C
28510			B			B
28511			C			E
28512			B			B
28515			B			C
28516			B			D
28518-28519		A			A
28520			C			E
28521-28522		A			A
28524			C			E
28527			A			B
28528			C			D
28529			A			A
28531			C			C
28532-28533		B			B
28537			B			D
28539			B			B
28540-28541		A			B
28542-28543		B			B
28544-28546		A			B
28547			B			B
28552			B			D
28553			C			D
28555			A			B
28556			B			C
28557			B			B
28560-28564		A			A
28570			B			B
28571			B			C
28573-28574		A			A
28575			B			C
28577			C			E
28579			C			D
28581			C			E
28582			B			B
28583-28584		B			C
28585-28586		A			A
28587			B			C
28589			C			D
28594			B			B
28604-28608		A			A
28615			B			B
28616			A			B
28617			B			C
28618			A			B
28621			B			B
28622			A			A
28623			B			B
28624			A			A
28626			B			B
28627			B			C
28629			B			B
28631			B			C
28634-28635		A			A
28640			B			B
28641			A			B
28642			B			B
28643			B			C
28644			B			B
28646-28647		A			B
28649			A			B
28651			A			B
28652			A			A
28653			A			B
28654			A			A
28656-28657		A			A
28659-28660		A			A
28662			A			B
28663			B			C
28664			A			B
28665			A			A
28668			B			D
28669			A			A
28670			B			B
28672			B			C
28673			A			A
28675-28676		B			B
28678			A			A
28679			A			B
28683-28684		B			B
28685			B			D
28688-28689		A			A
28691-28692		A			B
28693-28694		B			B
28697			A			A
28698			B			B
28699			A			A
28702			B			C
28705			A			B
28707-28708		A			A
28710			A			A
28712			A			A
28713			B			B
28714			A			A
28717			B			C
28718			A			A
28719			A			B
28720			A			A
28723			A			B
28725			A			B
28733-28734		B			B
28736			B			C
28737-28738		A			A
28740			A			A
28741			B			C
28743			A			A
28744			B			B
28746			A			A
28747			A			B
28749-28752		A			A
28755-28756		A			A
28761			A			A
28763			B			B
28765			A			B
28766			A			A
28768			A			A
28771			B			C
28772-28773		A			A
28774			A			B
28775			B			C
28777			A			B
28779			A			B
28781			B			C
28783			B			C
28788			A			B
28789			B			B
28790			A			A
28901			B			C
28902-28904		B			B
28905			B			C
28906			B			B
28909			B			B
29001			A			B
29003			B			B
